YEAR,LOBBYIST_LAST_NAME,LOBBYIST_FIRST_NAME,EMPLOYER
2022,STORM,JACQUE,South Dakota Retirement System
2022,ALMOND,TRAVIS,South Dakota Retirement System
2022,SCHRADER,PAUL,South Dakota Retirement System
2022,FIDDLER,DOUG,South Dakota Retirement System
2022,SMITH,DAWN,South Dakota Retirement System
2022,Johns,James,South Dakota Retirement System
2022,Amundson,Deni,Board of Optometry
2022,Oedekoven,Dr. Dustin,Animal Industry Board
2022,Miller,Dr. Mendel,Animal Industry Board
2022,Johnson,Derek,Bureau of Finance and Management
2022,Keeler,Colin,Bureau of Finance and Management
2022,Senger,Keith,Bureau of Finance and Management
2022,Getz,Hallie,Bureau of Finance and Management
2022,Williams,Lara,Bureau of Finance and Management
2022,Gruebele,Morgan,Bureau of Finance and Management
2022,Keeler,Mary,Bureau of Finance and Management
2022,Partridge,Jeff,Bureau of Finance and Management
2022,Flett,Matt,Bureau of Finance and Management
2022,Miesner,Brandy,Bureau of Finance and Management
2022,DeSchepper,William,Bureau of Finance and Management
2022,Corbin,Steve,Bureau of Finance and Management
2022,Kerr,Allysen,Bureau of Finance and Management
2022,Templeton,Don,Bureau of Finance and Management
2022,Christopherson,Dustin,Bureau of Finance and Management
2022,Albertson,Virginia,Bureau of Finance and Management
2022,Ellsworth,Jacey,Department of Tourism
2022,Carlsen,Bailey,Department of Tourism
2022,Hagen,James,Department of Tourism
2022,Goodman,Wanda,Department of Tourism
2022,Hulstein,Kirk,Department of Tourism
2022,Gussiaas,Mike,Department of Tourism
2022,Baker,Patrick,Department of Tourism
2022,Cruse,Rebecca,Department of Tourism
2022,Dovre,Travis,Department of Tourism
2022,Johnson,Jarrod,School and Public Lands
2022,Cornelison,Mike,School and Public Lands
2022,Knapp,Renee,School and Public Lands
2022,Kost-Hillmer,Treyton,School and Public Lands
2022,Hight,Todd,Housing Development Authority
2022,Polak,Lorraine,Housing Development Authority
2022,Harsma,Mike,Housing Development Authority
2022,McGuigan,Charles,Attorney General
2022,Bormann,Tim,Attorney General
2022,Natvig,David,Attorney General
2022,Roth,Kelsey,Attorney General
2022,Deadrick,Tom,Attorney General
2022,Gemar,Stephen,Attorney General
2022,Corey,Cameron,Attorney General
2022,Whitlock,Greg,Department of Veterans Affairs
2022,Pollard,Aaron,Department of Veterans Affairs
2022,Haiar,Jeff,Department of Veterans Affairs
2022,Brown,Erin,Department of Veterans Affairs
2022,Richardson,Brad,Department of Veterans Affairs
2022,Brown,Erin,Department of Veterans Affairs
2022,Phillipson,Teresa,Department of Veterans Affairs
2022,Whitlock,Greg,Department of Veterans Affairs
2022,Pollard,Aaron,Department of Veterans Affairs
2022,Richardson,Brad,Department of Veterans Affairs
2022,Haiar,Jeff,Department of Veterans Affairs
2022,Seeley,Darin,Bureau of Human Resources
2022,Zeller,Ellen,Bureau of Human Resources
2022,Barnett,Mallori,Bureau of Human Resources
2022,Stulken,Judy,Bureau of Human Resources
2022,Meyer,Jennifer,Bureau of Human Resources
2022,Petersen,Chris,"Department of Game, Fish and Parks"
2022,Schelhaas,Sam,"Department of Game, Fish and Parks"
2022,Fisk,Keith,"Department of Game, Fish and Parks"
2022,Kanta,John,"Department of Game, Fish and Parks"
2022,Robling,Kevin,"Department of Game, Fish and Parks"
2022,Simpson,Scott,"Department of Game, Fish and Parks"
2022,Kirschenmann,Tom,"Department of Game, Fish and Parks"
2022,Kotilnek,Jon,"Department of Game, Fish and Parks"
2022,Nedved,Al,"Department of Game, Fish and Parks"
2022,Villa,Heather,"Department of Game, Fish and Parks"
2022,Sattizahn,Greg,Unified Judicial System
2022,Olson,Aaron,Unified Judicial System
2022,Stevens,Sadie,Unified Judicial System
2022,McIntosh,Kim,Dept. of Agriculture and Nat Resources
2022,Roeber,Alex,Dept. of Agriculture and Nat Resources
2022,McLaury,Barry,Dept. of Agriculture and Nat Resources
2022,Lees,Mike,Dept. of Agriculture and Nat Resources
2022,Gere,Tom,Dept. of Agriculture and Nat Resources
2022,Roberts,Hunter,Dept. of Agriculture and Nat Resources
2022,Goodman,Jeanne,Dept. of Agriculture and Nat Resources
2022,Keiser,Darcy,Dept. of Agriculture and Nat Resources
2022,Walsh,Brian,Dept. of Agriculture and Nat Resources
2022,Woodmansey,Kent,Dept. of Agriculture and Nat Resources
2022,Bruels,Andy,Dept. of Agriculture and Nat Resources
2022,Perkovich,Mike,Dept. of Agriculture and Nat Resources
2022,Smith,Bill,Dept. of Agriculture and Nat Resources
2022,Besch,Peggy,Dept. of Agriculture and Nat Resources
2022,Josten,Greg,Dept. of Agriculture and Nat Resources
2022,Wendte,Jim,Dept. of Agriculture and Nat Resources
2022,Cowman,Tim,Dept. of Agriculture and Nat Resources
2022,Schiefelbein,Derek,Dept. of Agriculture and Nat Resources
2022,McGuire,Jaclyn,Dept. of Agriculture and Nat Resources
2022,Pontious,Brian,Dept. of Agriculture and Nat Resources
2022,Waldner,Mike,Gov's Office of Econ Dev
2022,Gesick-Johnson,Ann,Gov's Office of Econ Dev
2022,Schilken,Chris,Gov's Office of Econ Dev
2022,Vallery,Rick,Gov's Office of Econ Dev
2022,Westra,Steve,Gov's Office of Econ Dev
2022,Fiala,Joe,Gov's Office of Econ Dev
2022,Dovre,Travis,Gov's Office of Econ Dev
2022,Engel,Tim,Gov's Office of Econ Dev
2022,Bonrud,Sheila,Governor's Office
2022,Cambon,Allen,Governor's Office
2022,Goltz,Megan,Governor's Office
2022,Hollatz,Beth,Governor's Office
2022,Hruska,Katie,Governor's Office
2022,Klemann,Melissa,Governor's Office
2022,Koisti,Ben,Governor's Office
2022,Miller,Mark,Governor's Office
2022,Oglesby,Rachel,Governor's Office
2022,Otten,Brad,Governor's Office
2022,McCaulley,Matthew,Governor's Office
2022,Brunner,Ryan,Governor's Office
2022,Burchill,Pat,SD Ellsworth Development Authority
2022,Landguth,Scott,SD Ellsworth Development Authority
2022,Kendall,Lynn,SD Ellsworth Development Authority
2022,Spindle,Bill,Board of Regents
2022,Holbeck,Mike,Board of Regents
2022,Fulton,Neil,Board of Regents
2022,Gibbons,William (Bill),Board of Regents
2022,Trautman,Karla,Board of Regents
2022,Scholl,Daniel,Board of Regents
2022,Brown,Brock,Board of Regents
2022,Trefz,Dan,Board of Regents
2022,Wadsworth,Kim,Board of Regents
2022,Maher,Brian,Board of Regents
2022,Langdell,Anne,Board of Regents
2022,Minder,Janice,Board of Regents
2022,Ridgway,Tim,Board of Regents
2022,Kunkel,JoAnn,Board of Regents
2022,Schnoor,Neal,Board of Regents
2022,Venhuizen,Tony,Board of Regents
2022,Rave,Tim,Board of Regents
2022,Hanson,Richard,Board of Regents
2022,Carriveau,Pam,Board of Regents
2022,Preister,Jessica,Board of Regents
2022,Mielke,Barry,Board of Regents
2022,Davis,Ralph,Board of Regents
2022,Pauli,Josh,Board of Regents
2022,Link,Dave,Board of Regents
2022,Wright,Joseph,Board of Regents
2022,Sell,Justin,Board of Regents
2022,Engebretson,Dan,Board of Regents
2022,Caveny,Wendy,Board of Regents
2022,Kriech,Julie,Board of Regents
2022,AbouSamra,Haifa,Board of Regents
2022,Overby,Dave,Board of Regents
2022,Crawford,Grant,Board of Regents
2022,Kellar,Jon,Board of Regents
2022,Podhradsky,Ashley,Board of Regents
2022,Cassady,Joe,Board of Regents
2022,Cammack,Kristi,Board of Regents
2022,Krogh,Mary Anne,Board of Regents
2022,Perry,Jay,Board of Regents
2022,Bastian,John,Board of Regents
2022,Thares,Jim,Board of Regents
2022,Wink,Joan,Board of Regents
2022,Roberts,Pam,Board of Regents
2022,Stork,Barb,Board of Regents
2022,Nichols,Laurie,Board of Regents
2022,Griffiths,Jose Marie,Board of Regents
2022,Rankin,Jim,Board of Regents
2022,Gestring,Sheila,Board of Regents
2022,Dunn,Barry,Board of Regents
2022,Forney,Heather,Board of Regents
2022,Toman,Janelle,Board of Regents
2022,Bastian,Kayla,Board of Regents
2022,Lukkes,Nathan,Board of Regents
2022,Johnson,Kathy,Board of Regents
2022,Krusemark,Stacy,Board of Regents
2022,Paulson,Veronica,Board of Regents
2022,Wanous,Michael,Board of Regents
2022,Roberts,Lance,Board of Regents
2022,Hedge,Dennis,Board of Regents
2022,Hackemer,Kurt,Board of Regents
2022,Hluchy,Claudean,Board of Regents
2022,Sanderson,Carrie,Board of Regents
2022,Abeln,Barb,Department of Human Services
2022,Martinec,Tom,Department of Human Services
2022,Mattke,Gaye,Department of Human Services
2022,Rechtenbaugh,Shawnie,Department of Human Services
2022,Thomas,Yvette,Department of Human Services
2022,Weiss,Eric,Department of Human Services
2022,Howell,Jenna,Department of Human Services
2022,Kohler,Steven,Department of Human Services
2022,Younie,Joey,Department of Human Services
2022,Shanard-Koenders,Kari,Board of Pharmacy
2022,Dell,Maggie,Department of Labor and Regulation
2022,Heier,Pauline,Department of Labor and Regulation
2022,Miller,Melissa,Department of Labor and Regulation
2022,Stampe,Brandi,Department of Labor and Regulation
2022,Linn Jr.,John J.,Department of Labor and Regulation
2022,Ripley,Nina,Department of Labor and Regulation
2022,Hultman,Marcia,Department of Labor and Regulation
2022,Dovre,Dawn,Department of Labor and Regulation
2022,Ward,Emily,Department of Labor and Regulation
2022,Oey,Graham,Department of Labor and Regulation
2022,Mulder,Amber,Department of Labor and Regulation
2022,Afdahl,Bret,Department of Labor and Regulation
2022,Jensen,Brock,Department of Labor and Regulation
2022,Deiter,Larry,Department of Labor and Regulation
2022,Kruger,Jill,Department of Labor and Regulation
2022,Marnell,Frank,Department of Labor and Regulation
2022,Nickelson,Johanna,Department of Labor and Regulation
2022,Holbrook,Candy,Department of Labor and Regulation
2022,Jordan,Travis,Department of Labor and Regulation
2022,Mehlhaff,James,Department of Labor and Regulation
2022,de Hueck,Adam,Public Utilities Commission
2022,Reisss,Amanda,Public Utilities Commission
2022,Kemnitz,Cindy,Public Utilities Commission
2022,Chambliss,Cody,Public Utilities Commission
2022,Kearney,Darren,Public Utilities Commission
2022,Gregg,Deb,Public Utilities Commission
2022,Rislov,Greg,Public Utilities Commission
2022,Thurber,Jon,Public Utilities Commission
2022,Cremer,Karen,Public Utilities Commission
2022,Edwards,Kristen,Public Utilities Commission
2022,Mohr,Leah,Public Utilities Commission
2022,Zanter,Mary,Public Utilities Commission
2022,Van Gerpen,Patricia,Public Utilities Commission
2022,Hansen,Margaret,Board of Medical and Osteopathic Examiners
2022,Watters,Stacy,Bureau of Administration
2022,Bollinger,Scott W.,Bureau of Administration
2022,Gerlach,Andy,Bureau of Administration
2022,Berg,Steve,Bureau of Administration
2022,Jasper,Kirsten,Bureau of Administration
2022,Svendsen,Leah,Bureau of Administration
2022,Ambach,Craig,Bureau of Administration
2022,Kulesa,Greg,South Dakota Investment Council
2022,Bisson,Paul,South Dakota Investment Council
2022,Richter,John,South Dakota Investment Council
2022,Clark,Matt,South Dakota Investment Council
2022,Headley,Mike,SD Science & Technology Authority
2022,Engel,Tim M.,SD Science & Technology Authority
2022,Abraham,Doug,SD Science & Technology Authority
2022,Oxner,Matt,Department of Public Safety
2022,Steen,Tyler,Department of Public Safety
2022,Bierne,Jon,Department of Public Safety
2022,Esperance,Jay,Department of Public Safety
2022,Flynn,Grant,Department of Public Safety
2022,Ketterling,Jason,Department of Public Safety
2022,Bachand,Paul,Department of Public Safety
2022,Yitagesu,Jeanelle,Department of Public Safety
2022,Price,Craig,Department of Public Safety
2022,Miller,Rick,Department of Public Safety
2022,Husby,Jason,Department of Public Safety
2022,Broers,John,Department of Public Safety
2022,Lusk,Dan,Department of Public Safety
2022,Lemieux,Angie,Department of Public Safety
2022,Turman,Kristi,Department of Public Safety
2022,Schrank,Jane,Department of Public Safety
2022,Merriman,Paul,Department of Public Safety
2022,Titze,Tina,Department of Public Safety
2022,Olson,Cora,Department of Public Safety
2022,Valenti,Lynne,Department of Health
2022,Adam,Joan,Department of Health
2022,Adams,Gino,Department of Health
2022,Adams,Geno,Department of Health
2022,McGuigan,Darcy,Department of Health
2022,Dokken,Beth,Department of Health
2022,Jundt,Joel,Department of Transportation
2022,Behm,Mike,Department of Transportation
2022,Beck,Kellie,Department of Transportation
2022,Nevin,Bill,Department of Transportation
2022,Humphrey,Jason,Department of Transportation
2022,Pullman,Shane,Department of Transportation
2022,Smith,Craig,Department of Transportation
2022,Lutz,Jason,Secretary of State
2022,Warne,Kea,Secretary of State
2022,Holt,Kyle,Secretary of State
2022,Dowling,Kayla,Secretary of State
2022,Boxley,Kayla,Secretary of State
2022,Wetz,Suzanne,Secretary of State
2022,Rounds,Krista,Secretary of State
2022,Jensen,Elaine,Secretary of State
2022,Johnson,Cecelia,Secretary of State
2022,Soto,Dana,Secretary of State
2022,Williams,Jason,State Treasurer Office
2022,DeJabet,Lee,State Treasurer Office
2022,Hull,Melissa,State Treasurer Office
2022,Almond,Penni,State Treasurer Office
2022,Grambihler,Anissa,State Treasurer Office
2022,Wendell,Nick,Board of Technical Education
2022,Tedrow,Todd,Animal Industry Board
2022,Iverson,Callie,South Dakota One Call Notification Board - A State Agency
2022,Christian,Susan,Commission on Gaming
2022,Heltzel,Mark,Commission on Gaming
2022,Terwilliger,Jim,Department of Revenue
2022,Wiest,David,Department of Revenue
2022,Schinkel,Doug,Department of Revenue
2022,Jares,Alison,Department of Revenue
2022,Evans,Jason,Department of Revenue
2022,Eckert,Brandi,Department of Revenue
2022,Williams,Rachel,Department of Revenue
2022,Hepper,Clark,Department of Revenue
2022,Semmler,Wendy,Department of Revenue
2022,Goetsch,Kathy,Department of Revenue
2022,Richardson,Toni,Department of Revenue
2022,Adams,Bobi,Department of Revenue
2022,Houdyshell,Michael,Department of Revenue
2022,Fuoss,Anita,Department of Revenue
2022,Yaeger,Rosa,Department of Revenue
2022,Weischedel,Monica,Department of Revenue
2022,Zilverberg,Ashley,Department of Revenue
2022,Meier,Morgan,Department of Revenue
2022,Rohleder,Sakura,Department of Revenue
2022,Lingle,Norman,Department of Revenue
2022,Jensen,Amber,Department of Revenue
2022,Richter,John,Department of Revenue
