YEAR,LOBBYIST_LAST_NAME,LOBBYIST_FIRST_NAME,EMPLOYER
2021,DeBoer,Dustin,Department of Transportation
2021,Nevin,Bill,Department of Transportation
2021,Smith,Craig,Department of Transportation
2021,Seaman,Todd,Department of Transportation
2021,Stevenson,Julie,Department of Transportation
2021,Patterson,Kathryn,Board of Technical Professions
2021,Rounds,Krista,Secretary of State
2021,Barnett,Steve,Secretary of State
2021,Lutz,Jason,Secretary of State
2021,Dowling,Kayla,Secretary of State
2021,Warne,Kea,Secretary of State
2021,Lehrkamp,Christine,Secretary of State
2021,Soulek,Rachel,Secretary of State
2021,Boxley,Kayla,Secretary of State
2021,Holt,Kyle,Secretary of State
2021,Mennenger,Rory,Secretary of State
2021,Tibbs,Bailey,Secretary of State
2021,Kerr,Emily,Secretary of State
2021,Williams,Jason,State Treasurer Office
2021,DeJabet,Lee,State Treasurer Office
2021,Hull,Melissa,State Treasurer Office
2021,Almond,Penni,State Treasurer Office
2021,Grambihler,Anissa,State Treasurer Office
2021,Wendell,Nick,Board of Technical Education
2021,DesLauriers,Scott,Board of Technical Education
2021,Janes,Larry,Statewide One-Call Notification Board
2021,Tellinghuisen,Carol,Board of Speech-Language Pathologists
2021,Walter,Marcia,Board of Chiropractic Examiners
